Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History,Data Notes
1958/08/31,0.1743,149.4662,53.0406714,33.8,,,29.0033,47.75,,,64.9435,9.85228E-09,63.6913,7.39308E-05,38.7115,81.3895,,,46.5778,0.0006410998,,,,,826.374,,,7.2783,,,,15.5496,,,37.2616,,32.5299,,0.0006924589,,174.52,8.2318,,73.6346149,,,,,,
1958/09/30,0.1718,146.3446,54.9227579,35.1,,,30.0794,50.06,,,67.127,1.161431E-08,65.2381,8.47096E-05,39.947,84.9001,,,46.6222,0.0006352998,,,,,810.17,,,7.1994,,,,15.4837,,,34.8918,,33.6075,,0.0006861943,,183.86,8.4739,,75.7046136,,,,,,
1958/10/31,0.1698,145.6622,53.9659387,38.7,,,30.9659,51.33,,,69.3104,1.681682E-08,65.0106,9.42744E-05,40.8942,88.683,,,49.5111,0.0006295998,,,,,826.374,,,7.4557,,,,16.0767,,,36.6002,,33.9589,,0.0006800377,,188.29,8.3932,,77.8581114,,,,,,
1958/11/30,0.1715,148.7838,53.0879317,39.3,,,31.5602,52.48,,,69.9823,1.642788E-08,64.6011,9.95903E-05,43.0357,92.2447,,,53.6889,0.0006247998,,,,,804.77,,,7.4163,,,,16.3402,,,36.5268,,34.076,,0.0006748531,,194.05,8.5546,,78.4593256,,,,,,
1958/12/31,0.1714,151.9324,54.1208831,38.1,,,32.707,55.21,,,74.5731,1.676806E-08,62.6449,9.94881E-05,43.8181,99.2924,,,51.9556,0.0006333998,,,,,837.176,,,7.9722,,,,15.879,,,37.1293,,34.6538,,0.0006841421,,202.43,8.5546,,77.9806753,,,,,,
1959/01/31,0.1689,157.1689,58.3898347,40.2,,,33.812,55.42,,,73.1734,1.560342E-08,62.5539,0.000106644,45.1772,98.0428,,,52.9333,0.0006552998,,,,,842.578,,,8.1496,,,,16.6038,,,38.7789,,36.0359,,0.0007077965,,205.69,8.716,,74.0320428,,,,,,
1959/02/28,0.1692,157.1284,59.280567,37.8,,,34.6857,55.41,,,75.021,1.645993E-08,63.0089,0.000113922,46.7009,104.7957,,,52.9778,0.0006704998,,,,,847.979,,,8.2127,,,,16.5379,,,38.812,,36.3717,,0.0007242142,,208.24,8.716,,75.0084611,,,,,,
1959/03/31,0.1691,157.3851,61.5984124,38.7,,,33.979,55.44,,,75.4689,1.746499E-08,66.8004,0.000135351,47.4422,110.9927,,,52.6222,0.0006552998,,,,,831.775,,,8.0313,,,,16.4061,,,38.2829,,36.8089,,0.0007077965,,207.48,8.8774,,74.9616404,,,,,,
1959/04/30,0.1701,163.4527,63.3748711,40.4,,,34.9138,57.59,,,78.884,2.173633E-08,67.847,0.000134757,48.8424,123.8518,,,52.7111,0.0006762998,,,,,885.787,,,7.9406,,,,16.2743,,,38.992,,39.1359,,0.0007304788,,213.41,9.1196,,74.5643786,,,,,,
1959/05/31,0.1703,168.804,61.2883888,42.6,,,35.0455,58.68,,,81.4033,2.416664E-08,67.9835,0.000123474,50.1191,118.653,,,53.7778,0.0007857997,,,,,923.595,,,7.6331,,,,16.2085,,,40.3955,,35.7392,,0.0008487509,,217.02,9.1196,,77.2244892,,,,,,
1959/06/30,0.1705,173.1554,63.3266332,41.5,,,34.3709,58.47,,,81.5713,2.361859E-08,68.7116,0.000116841,51.1898,125.5249,,,59.5556,0.0007905998,,,,,907.392,,,7.4596,,,,16.4061,,,41.336,,36.645,,0.0008539355,,215.95,9.281,,78.1315043,,,,,,
1959/07/31,0.1747,186.4932,65.1593357,43.3,,,35.0326,60.51,,,80.1157,2.095775E-08,69.0301,0.00011672,52.5488,138.0475,,,74.2222,0.0008391998,,,,,939.798,,,7.6331,,,,16.472,,,44.165,,42.228,,0.0009064289,,223.49,9.4424,,78.7639631,,,,,,
1959/08/31,0.1754,190.6081,66.2344742,45.3,,,34.9106,59.6,,,87.0019,2.273387E-08,70.1677,0.000122157,52.6312,149.3527,,,75.8667,0.0011191996,,,,,939.798,,,7.9367,,,,17.1309,,,45.5978,,45.7729,,0.0012088598,,220.62,9.5231,,79.6468857,,,,,,
1959/09/30,0.1747,198.6892,68.0038034,42.5,,,33.1663,56.88,,,85.2104,2.311572E-08,69.8947,0.000119097,52.8371,132.5197,,,74.9778,0.0010791996,,,,,912.792,,,8.8869,,,,16.9332,,,45.7301,,43.2978,,0.0011656554,,210.88,9.5231,,80.5421395,,375.3,,,,
1959/10/31,0.172,206.8716,69.9110707,43.4,,,33.5068,57.52,,,97.6392,2.65307E-08,71.1233,0.000118266,54.1138,142.2444,,,73.3778,0.0011296996,,,,,923.595,,,8.6898,,,,16.8673,,,49.4886,,43.2117,,0.001220201,,212.88,9.6038,,84.6815679,,369.6,,,,
1959/11/30,0.1713,205.7365,71.7962416,45.5,,,33.6899,58.28,,,100.047,2.591388E-08,71.0778,0.000111736,58.4791,146.9007,,,72.2222,0.0010953996,,,,,923.595,,,9.1589,,,,17.1968,,,51.1051,,44.5784,,0.0011831532,,213.8,9.8459,,84.3625543,,379.5,,,,
1959/12/31,0.1717,210.6824,73.7502635,48.6,,,34.9748,59.89,,,106.933,2.919585E-08,73.0345,0.000118017,60.0852,153.4928,,,73.7333,0.0011696996,,,,,907.392,,,9.1077,,,,17.3944,,,51.4358,,45.5076,,0.0012634054,,219.52,10.0073,,86.0090466,,417.8,,,,
1960/01/31,0.1741,222.527,80.4118782,46.4,,,33.5036,55.61,,,106.373,3.023158E-08,71.2599,0.00011534,60.4559,162.2591,,,74.8444,0.0011972996,,,,,934.397,,,9.3798,,,,17.8556,,,52.6482,,46.0074,,0.0012932165,,206.42,10.1687,,87.2858983,,417.2,,,,
1960/02/29,0.1734,213.4797,80.7037831,45.1,,,33.3526,56.12,,,104.134,2.847634E-08,72.3975,0.00011302,61.156,154.0619,,,78.3111,0.0012372996,,,,,880.386,,,10.1665,,,,17.8556,,,53.9157,,45.5076,,0.0013364209,,207.96,10.088,,82.1461,,410.2,,,,
1960/03/31,0.1741,213.6892,81.2642662,46.8,,,34.0272,55.34,,,104.973,2.7677E-08,73.5806,0.00011214,62.062,157.4591,,,81.2444,0.0013401996,,,,,874.984,,,10.0785,,,,17.4603,,,54.07,,45.086,,0.0014475643,,204.22,10.3301,,71.8663,,411.6,,,,
1960/04/30,0.1719,222.3716,78.4610586,46.9,,,33.8088,54.37,,,99.151,2.594401E-08,76.7659,9.38E-05,63.0915,162.1418,,,81.7333,0.0014430996,,,,,842.578,,,10.6338,,,,17.4603,,,55.4515,,47.1474,,0.0015587077,,200.33,10.4108,,64.7072,,431,,,,
1960/05/31,0.1741,225.4324,76.0402989,49.5,,,33.5743,55.83,,,102.734,2.885256E-08,79.5416,9.851E-05,62.8444,172.7003,,,83.2444,0.0015353995,,,,,869.583,,,12.0637,,,,17.2626,,,59.221,,51.6918,,0.0016584019,,204.65,10.3301,,65.4415,,463.9,,,,
1960/06/30,0.1749,224.6959,80.269086,53.4,,,34.1685,56.92,,,99.935,2.758275E-08,79.8147,0.00010394,64.4094,197.8948,,,84.6667,0.0017315994,,,,,923.595,,,13.2067,,,,17.2626,,,60.753,,55.8458,,0.0018703196,,211.15,10.3301,,64.8908,,533.3,,,,
1960/07/31,0.1741,230.4257,82.8252724,50.9,,,32.8612,55.51,,,100.103,2.668829E-08,82.6359,0.00010085,64.3682,203.2525,,,86.8889,0.0017277995,,,,,891.187,,,14.0581,,,,17.3944,,,65.3969,,56.01,,0.0018662152,,203.92,10.2494,,62.7798,,527.4,,,,
1960/08/31,0.1735,230.1419,82.2736043,53.9,,,34.1204,56.96,,,105.533,2.785987E-08,81.4983,0.0001063,65.3978,247.8927,,,88.8889,0.0019402994,,,,,912.792,,,15.9508,,,,17.8556,,,68.259,,59.6876,,0.0020957387,,207.5,10.3301,,65.2579,,589.2,,,,
1960/09/30,0.1722,223.1081,80.3628987,50.7,,,31.5827,53.52,,,104.47,2.740801E-08,76.1743,0.0001063,67.6628,228.3715,,,93.2,0.0020468993,,,,,880.386,,,15.8536,,,,18.1851,,,69.6918,,61.2962,,0.0022108785,,193.18,10.2494,,70.6731,,551.2,,,,
1960/10/31,0.1703,209.4797,81.8086026,49.2,,,30.8856,53.39,,,105.869,2.752669E-08,75.5828,0.00012453,68.61,198.5017,,,94.7111,0.0022992992,,,,,858.781,,,16.1312,,,,18.3827,,,68.4353,,62.0068,,0.0024834984,,193.72,10.088,,71.591,,543.1,,,,
1960/11/30,0.1696,187.2094,80.2805977,49.8,,,32.5817,55.54,,,100.606,2.655814E-08,77.3574,0.00012096,69.969,187.7259,,,98,0.0020620994,,,,,826.374,,,15.923,,,,18.3827,,,66.4624,,62.0301,,0.0022272962,,199.52,9.9266,,72.2335,,538.4,,,,
1960/12/31,0.1681,185.3176,81.0075368,49.7,,,34.4609,58.11,,,101.894,2.57263E-08,75.2642,0.00012758,70.2161,197.3674,,,103.422,0.0021725993,,,,,799.368,,,16.0942,,,,18.5145,,,66.8959,,62.608,,0.0023466484,,205.91,10.088,,71.7745,,534.1,,,,
1961/01/31,0.1701,192.6284,83.8275822,53.5,,,37.8369,61.78,,,105.981,2.628223E-08,75.9468,0.00013361,69.1865,217.2176,,,112.578,0.0022088993,,,,,826.374,,,17.3668,,,,18.9098,,,69.0966,,68.8392,,0.0023858564,,218.54,10.0073,,71.0403,,531.8,,,,
1961/02/28,0.1721,195.1216,84.1572077,55.8,,,39.2567,63.44,,,111.188,2.871375E-08,78.2675,0.00013824,71.1221,221.7547,,,121.511,0.0021964992,,,,,896.589,,,17.8897,,,,19.0417,,,66.7159,,72.3138,,0.002372463,,223.45,9.9266,,65.8086,,539.2,,,,
1961/03/31,0.1713,192.0338,81.0494711,56.8,,,40.9014,65.06,,,115.947,3.086768E-08,81.6158,0.00013642,73.4695,210.0337,,,124.089,0.0022287993,,,,,912.792,,,18.7272,,,,19.437,,,65.7386,,72.6809,,0.0024073506,,227.96,10.088,,62.7798,,536.2,,,,
1961/04/30,0.1683,202.0676,81.2374337,56.5,,,40.1369,65.31,,,118.466,3.328522E-08,82.0707,0.00013027,76.2287,214.5709,,,125.6,0.0021087993,,,,,918.193,,,24.0904,,,,19.6346,,,67.1678,,76.0932,,0.0022777373,,226.65,10.1687,,55.7125,,541.7,,,,
1961/05/31,0.1631,208.4122,80.575705,52.9,,,40.0534,66.56,,,116.954,3.2766E-08,81.7068,0.00012851,78.1231,229.6948,,,130.889,0.0020030993,,,,,983.008,,,24.4051,,,,19.7005,,,68.3729,,79.8879,,0.0021635696,,231.71,9.9266,,60.9441,,572.5,,,,
1961/06/30,0.1588,207.7094,80.6473876,47.7,,,39.2246,64.65,,,107.549,3.098682E-08,83.4811,0.00012498,81.9943,226.2919,,,141.067,0.0020297993,,,,,939.798,,,23.2205,,,,19.437,,,66.3448,,83.3862,,0.0021924086,,227.11,10.6529,,65.6251,,554.1,,,,
1961/07/31,0.1595,207.4797,81.5609916,47.8,,,39.4816,66.76,,,104.581,2.830734E-08,83.1626,0.00012453,80.4294,218.919,,,144.978,0.0019926994,,,,,923.595,,,22.9613,,,,19.8323,,,64.1478,,75.8745,,0.0021523365,,232.57,10.4915,,68.1032,,525.3,,,,
1961/08/31,0.1597,203.277,80.9939015,46.7,,,40.6251,68.07,,,100.495,2.941785E-08,81.3883,0.00011807,78.0408,208.1432,,,150.311,0.0019821993,,,,,901.99,,,21.8184,,,,20.0958,,,64.7173,,72.4389,,0.0021409953,,239.69,10.4108,,68.8375,,474.9,,,,
1961/09/30,0.16,199.777,80.418856,46.3,,,40.7761,66.73,,,99.039,2.888503E-08,80.6604,0.00011769,78.0408,206.6308,,,154.8,0.0019525993,,,,,901.99,,,21.1011,,,,20.0299,,,65.3161,,75.6795,,0.002109024,,236.9,10.3301,,71.7745,,477.4,,,,
1961/10/31,0.1596,201.3446,77.9409423,48.6,,,43.0889,68.62,,,96.5755,2.986667E-08,82.2982,0.000118,78.8232,215.7052,,,156.8,0.0019116994,,,,,901.99,,,22.5726,,,,19.7005,,,62.5055,,78.7479,,0.0020648475,,242.56,10.0073,,73.3349,,501.6,,,,
1961/11/30,0.1575,198.2973,77.4548723,48.9,,,45.7936,71.32,,,97.8072,2.956281E-08,85.0278,0.00011288,78.4938,206.2527,,,159.289,0.0018716994,,,,,912.792,,,24.0858,,,,19.5028,,,63.7841,,84.4793,,0.0020216431,,247.17,9.6038,,74.7116,,509.9,,,,
1961/12/31,0.1563,202.0743,76.6901451,49.8,,,45.3728,71.55,,,99.319,2.942062E-08,83.845,0.0001095,80.2234,202.2827,,,160.044,0.0018935994,,,,,928.996,,,23.7758,,,,19.5028,,,63.582,,88.9148,,0.0020452975,,246,9.9266,,74.0691,,489.8,,,,
1962/01/31,0.1548,209.2905,78.1176797,49.9,,,44.8171,68.84,,,99.543,2.74669E-08,85.2553,0.00013264,81.8296,203.2279,,,167.422,0.0018506994,,,,,928.996,2.7732,,24.4005,,,,19.6346,,,64.2617,,89.9534,,0.0019989608,,239.03,10.3301,,74.2527,,478.4,,,,
1962/02/28,0.152,216.4054,79.2693381,53,,,45.6972,69.96,,,100.495,2.88241E-08,86.5746,0.00013419,85.1241,191.6959,,,172.4,0.0021649992,,,,,966.804,4.344,,24.2616,,,,19.5028,,,64.3535,,92.1707,,0.0023384395,,241.88,10.4108,,76.5473,,473.1,,,,
1962/03/31,0.1548,207.5676,78.4532381,51.9,,,45.3985,69.55,,,97.9192,2.87978E-08,87.6869,0.00013574,87.1833,196.9893,,,168.4,0.0021964992,,,,,983.008,9.666,,23.7989,,,,18.9757,,,64.3352,,90.5546,,0.002372463,,241.69,10.7336,,76.1801,,467,,,,
1962/04/30,0.1549,205.7094,76.2578582,49.5,,,43.3009,65.24,,,102.51,3.767006E-08,87.7779,0.00013109,86.1125,194.9098,,,162.044,0.0021945993,,,,,983.008,29.901,,24.0303,,,,18.1192,,,64.743,,85.3774,,0.0023704108,,230.28,10.895,,77.6487,,448.4,,,,
1962/05/31,0.1545,203.4189,78.5282579,44,,,36.3529,59.63,,,90.69,3.575312E-08,88.6425,0.00012877,90.1896,187.9149,,,155.911,0.0021506993,,,,,928.996,17.61,,22.7392,,,,17.7239,,,68.766,,73.9848,,0.002322994,,211.3,10.7336,,80.1268,,399.6,,,,
1962/06/30,0.1532,198.4122,80.6188528,41.8,,,33.7156,54.75,,,88.56,4.327834E-08,85.6847,0.00012851,89.5307,168.4429,,,143.467,0.0021192993,,,,,869.583,16.0692,,22.5217,,,,16.472,,,68.5602,,65.0132,,0.0022890785,,195.33,10.7336,,80.5857,,374.7,,,,
1962/07/31,0.1503,195.9797,84.609046,43.6,,,35.4085,58.23,,,86.87,3.455897E-08,83.4095,0.00013445,85.7419,178.3112,,,137.244,0.0021478992,,,,,901.99,15.3888,,22.3829,,,,16.7356,,,67.8438,,67.5353,,0.0023199696,,207.45,10.8143,,83.5228,,360.7,,,,
1962/08/31,0.1524,197.6148,83.4242683,43.3,,,35.8068,59.12,82.6609993,,91.95,4.107581E-08,85.1842,0.00014425,85.4536,174.8705,,,128.844,0.0022726993,,,,,923.595,14.2902,,22.8133,,,,16.9332,,,67.2743,,69.0969,,0.0024547675,,211.68,10.7336,,86.4599,,383.1,,,,
1962/09/30,0.1535,192.5203,83.5987978,41.8,,,34.7596,56.27,83.4389285,,90.24,3.931711E-08,82.0899,0.00016206,88.4187,159.7466,,,132,0.0023621993,,,,,907.392,11.403,,22.3551,,,,16.6038,,,66.7122,,63.5842,,0.0025514374,,201.68,10.6529,,87.3777,,354.5,,,,
1962/10/31,0.1558,198.9662,83.505339,40.8,,,33.8923,56.52,79.6054214,,91.22,4.518269E-08,79.3596,0.00017006,91.0544,163.1495,,,122.267,0.0024240992,,,,,869.583,15.9156,,22.0497,,,,15.4178,,,65.9333,,56.0724,,0.0026182962,,205.16,10.4915,,86.6434,,349.6,,,,
1962/11/30,0.1568,196.1419,82.2396423,44.7,,,38.1903,62.26,78.2660999,,96.15,4.905969E-08,77.6305,0.00018116,92.4546,174.1143,,,129.244,0.0024288992,,,,,907.392,9.6504,,22.0682,,,,15.286,,,66.6534,,67.9257,,0.0026234807,,226.58,10.2494,,89.7641,,404.1,,,,
1962/12/31,0.1557,200.8311,82.9748402,44.6,,,38.5565,63.1,83.262491,,97.52,4.452755E-08,78.6316,0.00018683,95.3374,174.8705,,,130.756,0.0024897992,,,,,880.386,10.365,,22.2672,,,,15.2201,,,67.5903,,65.224,,0.0026892595,,229.41,10.2494,,89.4887,,386.3,,,,
1963/01/31,0.1558,204.1013,84.4639784,46.5,,,40.2589,66.2,86.0213329,,97.87,4.496154E-08,76.7659,0.00021032,98.9203,165.4181,,,129.067,0.0026716991,,,,,907.392,8.1336,,22.4384,,,,15.1542,,,68.428,,64.4744,,0.0028857316,,241.08,10.3301,,93.8943,,367,,,,
1963/02/28,0.155,205.8784,86.2914391,46.4,,,40.1722,64.29,82.1397065,,99.56,4.518671E-08,76.3108,0.00024025,100.979,160.6918,,,125.778,0.0028384991,,,,,918.193,6.6822,,22.1747,,,,15.0884,,,69.3428,,63.5684,,0.0030658941,,236.14,10.0073,,95.3629,,349.6,,,,
1963/03/31,0.155,207.527,88.8382376,47.5,,,41.4989,66.57,80.0545353,,101.77,4.848323E-08,72.9435,0.00023406,101.597,156.9109,,,123.733,0.003012799,,,,,912.792,,,21.7119,,,,14.8248,,,69.8829,,62.1082,,0.0032541573,,242.18,9.9266,,96.0053,,364.2,,,,
1963/04/30,0.1552,212.2635,87.0014226,49.3,,,43.1275,69.8,80.5277087,,98.54,4.967255E-08,73.8364,0.00024748,105.015,162.9604,,,123.511,0.0031489989,,,,,912.792,,,21.1474,,,,14.5612,,,71.628,,65.0053,,0.0034012684,,253.95,10.0073,,93.619,,380.6,,,,
1963/05/31,0.1559,212.2973,83.3630861,50.7,,,43.8727,70.8,80.8645441,,99.01,4.846386E-08,74.9737,0.00028309,107.404,162.3933,,,123.378,0.0034527988,,,,,912.792,4.248,,20.6615,,,,15.1542,,,73.9904,,65.9267,,0.003729406,,259.63,10.2494,,94.2615,,437.1,,,,
1963/06/30,0.1583,216.1149,82.9239562,49.4,,,44.0012,69.37,82.7091186,,98.09,4.683217E-08,73.4724,0.00030992,106.539,167.3086,,,120.889,0.0036194988,,,,,934.397,5.3112,,20.4579,,,,14.693,,,77.1427,,63.1938,,0.0039094605,,255.11,10.1687,,98.4835,,423.4,,,,
1963/07/31,0.1597,230.8986,83.7591188,48.8,,,43.9883,69.13,82.5647606,,99.08,4.830732E-08,73.7909,0.00036515,105.798,155.9656,,,116.667,0.0035185988,,,,,956.001,7.5204,,20.0183,,,,14.8248,,,78.7445,,62.5377,,0.0038004773,,250.76,10.4915,,98.5753,,433,,,,
1963/08/31,0.1618,237.4189,84.2607119,49.2,,,45.9028,72.5,80.8966236,,102.01,5.049455E-08,73.063,0.00036464,105.674,153.8861,,,115.422,0.0034318989,,,,,972.205,6.4416,,20.5643,,,,15.0884,,,79.6851,,65.6456,,0.0037068317,,262.56,10.5722,,103.5316,,453.2,,,,
1963/09/30,0.1619,231.9054,84.9402559,48.1,,,45.3311,71.7,82.1236667,,103.52,5.642487E-08,74.9737,0.00034838,108.228,148.9708,,,115.956,0.0035518988,,,,,966.804,5.8146,,20.5643,,,,15.3519,,,79.8798,,64.9504,,0.003836445,,259.59,10.7336,,104.3576,,452.2,,,,
1963/10/31,0.1625,231.7973,85.0396307,47,,,46.0988,74.01,84.4815142,,105.11,5.511834E-08,77.7943,0.00033754,111.81,151.0503,,,114.622,0.0033660989,,,,,966.804,5.8998,,21.189,,,,15.5496,,,80.982,,62.5926,,0.0036357604,,262.7,10.895,,101.7877,,436.7,,,,
1963/11/30,0.1658,239.0067,82.3299998,47.9,,,44.7047,73.23,86.8634213,,106.22,5.300454E-08,79.3866,0.00032954,117.699,159.1794,,,117.2,0.0032584989,,,,,972.205,5.7024,,21.2168,,,,16.5379,,,82.6243,,63.0532,,0.0035195405,,262.41,10.9758,,102.2466,,423.1,,,,
1963/12/31,0.1663,244.8446,82.5080182,48.2,,,46.4393,75.02,96.2948111,,107.86,5.020316E-08,78.5222,0.00033315,121.447,152.3737,,,116.533,0.0032889989,,,,,999.211,5.5002,,21.0363,,,,16.3402,,,83.2599,,61.2026,,0.0035524839,,266.75,11.2179,,104.7248,,438.9,,,,
1964/01/31,0.1679,251.1419,86.0451259,52.5,,,47.5989,77.04,93.3675515,,105.53,4.747149E-08,77.7488,0.00037522,125.607,142.9212,,,117.867,0.0034555988,,,,,1037.02,4.8696,,20.0136,,,,16.6038,,,85.005,,60.1171,,0.0037324303,,273.85,11.46,,110.966,,475.6,,,,
1964/02/29,0.1689,255.777,88.1995323,51.7,,,48.4823,77.8,91.9239714,,102.07,4.911567E-08,77.6579,0.00040773,129.189,141.2198,,,116.533,0.0034403989,,,,,1031.61,6.0894,,20.9669,,,,16.4061,,,84.7625,,59.5238,,0.0037160127,,280.53,11.6646,,115.3716,,488.6,,,,
1964/03/31,0.1721,252.5473,87.8831376,51.2,,,48.9256,78.98,89.4618654,,104.87,5.278868E-08,76.2653,0.00037986,129.395,127.0411,,,116.978,0.0034032989,,,,,1004.61,5.7792,,20.3838,,,,15.9449,,,85.2805,,58.1883,,0.0036759406,,282.4,12.0739,,124.9171,,509.7,,,,
1964/04/30,0.1752,248.6216,87.141063,53.4,,,50.6987,79.46,93.1109151,,106.23,5.448729E-08,74.4907,0.00034812,132.484,130.2549,,,116,0.003211799,,,,,1015.41,5.5638,,19.7915,,,,15.879,,,86.8053,,55.159,,0.0034690994,,283.77,12.2785,,120.4197,,500.4,,,,
1964/05/31,0.1752,246.3311,85.3223498,53.4,,,51.1677,80.37,93.8166653,,104.76,5.072745E-08,73.4896,0.00033651,134.502,120.8025,,,113.022,0.0031489989,,,,,999.211,5.8392,,19.8887,,,,15.6154,,,87.5988,,51.8715,,0.0034012684,,289.9,12.4832,,119.6854,,482.3,,,,
1964/06/30,0.182,250.4392,86.4161127,52.9,,,52.2374,81.69,96.2226321,,103.26,5.392724E-08,74.6272,0.00034244,138.538,113.6186,,,110.8,0.0033089989,,,,,966.804,5.4408,,20.2867,,,,15.3519,,,89.4946,,51.9575,,0.0035740861,,295.89,12.3809,,112.8017,,485.5,,,,
1964/07/31,0.1846,253.6757,86.9770677,53.2,,,53.6058,83.18,100,,107.25,5.388294E-08,74.5817,0.00038631,137.055,110.7828,,,109.778,0.0031841989,,,,,983.008,6.0168,,19.9118,,,,15.8131,,,92.6359,,55.8147,,0.0034392883,,301.96,12.5855,,114.5456,,502.7,,,,
1964/08/31,0.1808,252.8919,87.5635068,53.3,,,53.7471,81.83,98.81,,108.3,5.685391E-08,76.6294,0.00040525,135.573,109.6486,,,110.622,0.0031174989,,,,,993.809,8.1348,,19.4352,,,,16.0767,,,91.9194,,54.2297,,0.0033672449,,297.06,12.4832,,115.647,,518.5,,,,
1964/09/30,0.183,244.9932,85.2897193,53.4,,,56.1724,84.18,101.21,,108.84,5.754714E-08,75.8103,0.00047921,138.579,127.4192,,,116.044,0.003061299,,,,,983.008,12.2646,,19.5278,,,,16.6696,,,92.9114,,52.8007,,0.0033065427,,310.05,12.3809,,117.8498,,505.5,,,,
1964/10/31,0.1853,240.304,84.6972799,53.7,,,57.0429,84.86,98.38,,106.13,5.639939E-08,75.1732,0.00047792,138.703,121.3696,,,116,0.002884199,,,,,983.008,5.4294,,19.2871,,,,16.472,,,92.5367,,51.5746,,0.0031152551,,311.5,12.0739,,116.2895,,479.8,,,,
1964/11/30,0.1863,240.5743,84.7722492,52.2,,,57.332,84.42,101.42,,101.19,5.439079E-08,74.0811,0.00047508,135.284,116.2653,,,114.489,0.0029117991,,,,,1010.01,6.255,,19.7407,,,,16.3402,,,93.1906,,52.3791,,0.0031450662,,308.2,11.7669,,115.647,,472.8,,,,
1964/12/31,0.1868,247.9932,85.4706704,54.8,,,57.1746,84.75,101.45,,97.07,5.202213E-08,74.3997,0.00044102,133.678,112.8624,,,114.489,0.002887999,,,,,1015.41,5.9928,,19.6991,,,,16.2085,,,92.2281,,51.2545,,0.0031193595,,305.8,11.8692,,118.6758,,477.9,,,,
1965/01/31,0.1912,238.5,82.4096041,56.9,,,61.8002,87.56,103.53,,100.45,5.374119E-08,74.5817,0.00046244,133.884,110.5938,,,113.067,0.0027945991,,,,,1020.81,6.2178,,20.4304,,,,16.3402,,,93.896,,50.7156,,0.0030184772,,316.26,12.2785,,122.6225,,489,,,,
1965/02/28,0.1978,231.9662,85.4633723,56.1,,,62.2276,87.43,98.08,,99.12,5.467109E-08,73.9446,0.00044902,138.744,121.7477,,,112.089,0.0027812991,,,,,1015.41,5.8098,,20.9025,,,,16.6696,,,94.7264,,51.5671,,0.0030041117,,316.06,12.4832,,128.8638,,472.8,,,,
1965/03/31,0.2014,219.9392,83.7529331,53.2,,,60.5418,86.16,91.49,,97.45,5.628247E-08,71.8059,0.00043767,140.35,133.4688,,,112.933,0.0027459991,,,,,1004.61,5.784,,20.847,,,,16.472,,,92.184,,47.0302,,0.0029659838,,313.39,13.0971,,132.168,,450.7,,,,
1965/04/30,0.2039,211.0811,79.9571578,52.3,,,63.9767,89.11,90.33,,98.79,6.264054E-08,71.4539,0.00043405,136.767,132.9016,,,112.4,0.0026850991,,,,,988.409,5.5344,,20.361,,,,16.0767,,,90.5601,,46.1242,,0.0029002051,,320.4,13.3017,,128.6802,,456,,,,
1965/05/31,0.2064,217.1689,79.3663027,51.8,,,60.7116,88.42,85.23,,98.23,6.186409E-08,69.87,0.0004676,134.625,120.9915,,,110.444,0.0026564991,,,,,983.008,5.913,,20.2082,,,,15.5496,,,92.3713,,42.9544,,0.0028693139,,316.01,12.8925,,125.4678,,465.3,,,,
1965/06/30,0.2011,204.5676,77.4849241,50,,,56.2594,84.12,86.1,,95.33,5.498592E-08,71.1899,0.00039354,134.79,116.2653,,,108.978,0.0025317991,,,,,950.6,5.466,,19.6343,,,,15.4178,,,90.042,,43.7818,,0.0027346241,,299.67,12.6878,,121.2458,,434.2,,,,
1965/07/31,0.1944,215.0473,78.0605932,49.2,,,57.5903,85.25,80.23,,93.32,6.019257E-08,69.606,0.00039483,130.095,119.8572,,,107.289,0.0027070991,,,,,950.6,5.703,,18.5558,,,,15.2201,,,90.4829,,43.4462,,0.0029239675,,308.52,12.4832,,123.9993,,459.2,,,,
1965/08/31,0.1973,216.1689,77.4433775,49.5,,,59.0736,87.17,84.26,,94.18,5.997544E-08,67.934,0.00038373,121.9,125.7177,,,107.289,0.0025774992,,,,,977.606,5.586,,18.0235,,,,15.5496,,,89.6159,,48.0767,,0.0027839852,,315.18,12.4832,,122.5307,,459.9,,,,
1965/09/30,0.198,205.9122,77.4503047,50,,,62.1844,89.96,81,,98.76,6.985884E-08,67.054,0.00039302,122.806,120.4244,,,108.444,0.0024878992,,,,,961.403,5.5998,,18.4725,,,,15.8131,,,87.36,,46.1949,,0.0026872073,,324.92,12.2785,,119.6854,,461.8,,,,
1965/10/31,0.1976,216.5743,76.4583606,50.1,,,62.428,92.42,78.52,,104.38,7.085118E-08,66.2621,0.0003698,123.589,119.8572,,,107.422,0.0024716992,,,,,945.2,5.4774,,18.4771,,,,15.4178,,,88.161,,44.3988,,0.0026697095,,336.2,12.1762,,119.4101,,440.4,,,,
1965/11/30,0.1973,211.6824,74.7861476,48.6,,,63.9008,91.61,77.95,,105.56,7.085178E-08,64.0621,0.00034709,123.094,124.9615,,,107.111,0.0023555992,,,,,939.798,6.1518,,17.9356,,,,15.3519,,,85.5488,,42.6966,,0.0025443086,,334.96,12.4832,,117.0237,,426,,,,
